jardescription,jvmdescription,memory,cpus_load,cpus_service,concurrency,lat_avg,lat_stdev,lat_max,req_avg,req_stdev,req_max,tot_requests,tot_duration,read,err_connect,err_read,err_write,err_timeout,req_sec_tot,read_tot,user_cpu,kern_cpu,mem_kb_uss,mem_kb_pss,mem_kb_rss,duration
sb_jdbc_17,17-loom,2Gb,2,1,100,109.58,104.94,780.09,542.75,196.92,1470.0,64859.0,60000.0,11041505.28,0,0,0,0,1079.88,183777.28,5552,448,837260,837287,840248,60
sb_jdbc_17,17-loom,2Gb,2,2,5,0.81099,2.29,58.54,3570.0,1090.0,4690.0,426722.0,60000.0,72624373.76,0,0,0,0,7111.78,1205862.4,8219,2955,1597372,1597398,1600336,60
sb_jdbc_17,17-loom,2Gb,2,2,100,21.47,28.74,434.15,3930.0,1530.0,6010.0,469659.0,60000.0,79932948.48,0,0,0,0,7822.3,1331691.52,8794,2801,1633724,1633822,1636896,60
sb_jdbc_17,17-loom,2Gb,2,4,5,0.42819,0.97,45.93,5510.0,1250.0,6980.0,658167.0,60000.0,112008888.32,0,0,0,0,10951.3,1866465.28,10591,4402,1641936,1641963,1644976,60
sb_jdbc_17,17-loom,2Gb,2,4,100,9.0,8.83,229.23,6680.0,1530.0,8080.0,797781.0,60000.0,135769620.48,0,0,0,0,13290.04,2264924.16,14060,5954,1692244,1692270,1695268,60
sb_jdbc_17,17-loom,2Gb,4,1,5,1.99,4.6,116.77,703.11,219.87,1250.0,167989.0,60000.0,28594667.52,0,0,0,0,2798.69,476313.6,4969,1032,813472,813499,816496,60
sb_jdbc_17,17-loom,2Gb,4,1,100,105.89,97.89,587.86,272.37,116.67,890.0,64956.0,60000.0,11051991.04,0,0,0,0,1081.14,183992.32,5542,462,823300,823327,826352,60
sb_jdbc_17,17-loom,2Gb,4,2,5,0.76923,1.95,59.12,1780.0,524.13,3600.0,426041.0,60000.0,72509030.4,0,0,0,0,7088.87,1205862.4,8213,3002,1596880,1596906,1599904,60
sb_jdbc_17,17-loom,2Gb,4,2,100,20.86,29.01,396.02,1990.0,787.77,3330.0,475871.0,60000.0,80992010.24,0,0,0,0,7926.27,1352663.04,8763,2842,1643912,1643939,1646952,60
sb_jdbc_17,17-loom,2Gb,4,4,5,0.43357,1.23,44.6,2810.0,587.9,3410.0,670485.0,60000.0,114106040.32,0,0,0,0,11156.31,1897922.56,10562,4363,1623892,1623922,1627008,60
sb_jdbc_17,17-loom,2Gb,4,4,100,9.4,9.67,203.21,3280.0,789.68,4090.0,782743.0,60000.0,133211095.04,0,0,0,0,13039.06,2222981.12,14395,5771,1687780,1687810,1690792,60
sb_jdbc_17,17-loom,100Mb,1,1,1,0.7372000000000001,3.58,86.44,2950.0,960.0,4180.0,176349.0,60000.0,30010245.12,0,0,0,0,2939.0,500193.28,3909,1038,265276,265303,268340,60
sb_jdbc_17,17-loom,100Mb,1,1,5,2.33,3.32,84.53,2810.0,708.8,3800.0,167917.0,60000.0,28573696.0,0,0,0,0,2798.36,476252.16,5027,972,255712,255737,258676,60
sb_jdbc_17,17-loom,100Mb,1,1,100,105.05,97.33,894.6,1090.0,310.73,2009.9999999999998,65259.0,60000.0,11104419.84,0,0,0,0,1087.02,184985.6,5578,421,269636,269663,272728,60
sb_jdbc_17,17-loom,100Mb,1,2,1,0.48673,2.94,107.13,3560.0,890.0,4830.0,213099.0,60000.0,36270243.84,0,0,0,0,3545.75,603453.44,3741,1182,323612,323642,326628,60
sb_jdbc_17,17-loom,100Mb,1,2,5,1.01,2.23,64.57,7400.0,2320.0,9810.0,441428.0,60000.0,75130470.4,0,0,0,0,7356.98,1247805.44,8702,2893,306968,306998,310088,60
sb_jdbc_17,17-loom,100Mb,1,2,100,20.01,27.15,465.43,8020.0,2860.0,11060.0,478995.0,60000.0,81516298.24,0,0,0,0,7979.76,1363148.8,8797,2758,332012,332364,335488,60
sb_jdbc_17,17-loom,100Mb,1,4,1,0.31889999999999996,0.81899,34.8,3640.0,845.04,4690.0,217795.0,60000.0,37067161.6,0,0,0,0,3623.88,616744.96,4265,1253,402796,402825,405928,60
sb_jdbc_17,17-loom,100Mb,1,4,5,0.48048,1.21,49.29,13080.0,2790.0,14600.0,780723.0,60000.0,132875550.72,0,0,0,0,13009.59,2212495.36,11540,5052,353756,353786,356800,60
sb_jdbc_17,17-loom,100Mb,1,4,100,9.38,9.32,187.41,12810.0,2830.0,14510.0,764958.0,60000.0,130191196.16,0,0,0,0,12740.54,2170552.32,14423,5648,389648,389691,392652,60
sb_jdbc_17,17-loom,100Mb,2,1,5,1.89,2.91,67.68,1370.0,375.02,2090.0,163379.0,60000.0,27808235.52,0,0,0,0,2722.51,463349.76,5001,999,264992,265017,267936,60
sb_jdbc_17,17-loom,100Mb,2,1,100,113.39,110.28,736.33,531.04,176.7,1270.0,63457.0,60000.0,10800332.8,0,0,0,0,1056.84,179855.36,5564,437,263720,263747,266720,60
sb_jdbc_17,17-loom,100Mb,2,2,5,0.7770900000000001,2.2,60.0,3750.0,1120.0,4850.0,447304.0,60000.0,76126617.6,0,0,0,0,7454.8,1268776.96,8138,2960,310084,310114,313196,60
sb_jdbc_17,17-loom,100Mb,2,2,100,21.45,29.08,578.34,3830.0,1400.0,5630.0,457095.0,60000.0,77793853.44,0,0,0,0,7612.82,1300234.24,8931,2667,365100,365359,368372,60
sb_jdbc_17,17-loom,100Mb,2,4,5,0.41308999999999996,1.05,47.04,5740.0,1180.0,6450.0,685471.0,60000.0,116664565.76,0,0,0,0,11424.3,1939865.6,10428,4395,359192,359218,362216,60
sb_jdbc_17,17-loom,100Mb,2,4,100,9.84,9.92,184.96,6170.0,1410.0,7280.0,736322.0,60000.0,125315317.76,0,0,0,0,12265.73,2086666.24,14905,5494,393536,393584,396708,60
sb_jdbc_17,17-loom,100Mb,4,1,5,1.74,2.58,79.05,726.55,218.98,1330.0,173616.0,60000.0,29548871.68,0,0,0,0,2892.44,492267.52,4981,1021,255384,255415,258412,60
sb_jdbc_17,17-loom,100Mb,4,1,100,110.86,107.63,811.39,269.47,121.8,980.0,64381.0,60000.0,10957619.2,0,0,0,0,1072.0,182435.84,5579,425,260560,260588,263600,60
sb_jdbc_17,17-loom,100Mb,4,2,5,0.7650800000000001,2.03,54.4,1840.0,550.63,2510.0,439052.0,60000.0,74721525.76,0,0,0,0,7316.2,1247805.44,8215,2896,313936,313962,316976,60
sb_jdbc_17,17-loom,100Mb,4,2,100,21.21,27.72,407.26,1880.0,709.12,2950.0,448303.0,60000.0,76294389.76,0,0,0,0,7465.75,1268776.96,8916,2676,335072,335153,338256,60
sb_jdbc_17,17-loom,100Mb,4,4,5,0.43925,1.2,38.9,2770.0,565.16,3340.0,662003.0,60000.0,112669491.2,0,0,0,0,11015.05,1876951.04,10764,4314,334704,334733,337832,60
sb_jdbc_17,17-loom,100Mb,4,4,100,9.6,9.61,193.92,3140.0,680.87,3840.0,749016.0,60000.0,127475384.32,0,0,0,0,12477.13,2128609.28,14659,5625,385340,385366,388424,60
sb_jdbc_17,17,2Gb,1,1,1,0.48775,1.79,51.23,3150.0,1020.0,4470.0,188293.0,60000.0,32044482.56,0,0,0,0,3138.17,534087.68,3802,1090,805108,805134,808132,60
sb_jdbc_17,17,2Gb,1,1,5,2.09,2.84,108.86,3050.0,788.59,4320.0,182157.0,60000.0,31006392.32,0,0,0,0,3035.73,516648.96,4958,1040,797368,797390,800228,60
sb_jdbc_17,17,2Gb,1,1,100,97.79,85.59,685.35,1170.0,316.55,1940.0,69617.0,60000.0,11848908.8,0,0,0,0,1159.39,197304.32,5542,462,814124,814151,817020,60
sb_jdbc_17,17,2Gb,1,2,1,0.31398000000000004,0.6100099999999999,23.48,3720.0,860.0,4880.0,222386.0,60000.0,37843107.84,0,0,0,0,3706.4,630794.24,3601,1252,1586956,1586984,1589980,60
sb_jdbc_17,17,2Gb,1,2,5,0.91,1.73,62.09,7930.0,2410.0,10570.0,473241.0,60000.0,80541122.56,0,0,0,0,7887.19,1342177.28,8494,3060,1583812,1583838,1586808,60
sb_jdbc_17,17,2Gb,1,2,100,18.87,27.03,447.7,8850.0,3030.0,11860.0,528274.0,60000.0,89904906.24,0,0,0,0,8800.28,1499463.68,8503,3010,1616948,1616975,1620008,60
sb_jdbc_17,17,2Gb,1,4,1,0.27041000000000004,0.32785000000000003,21.86,3920.0,778.98,5030.0,234602.0,60000.0,39929774.08,0,0,0,0,3903.53,664340.48,3935,1328,1619356,1619385,1622508,60
sb_jdbc_17,17,2Gb,1,4,5,0.5125700000000001,1.98,102.5,12890.0,2960.0,14720.0,769543.0,60000.0,130967142.4,0,0,0,0,12825.09,2181038.08,11774,5042,1648244,1648271,1651320,60
sb_jdbc_17,17,2Gb,1,4,100,8.63,8.04,165.32,13650.0,2670.0,15520.0,815287.0,60000.0,138758062.08,0,0,0,0,13583.44,2306867.2,13859,5903,1667248,1667278,1670288,60
sb_jdbc_17,17,2Gb,2,1,5,1.6,1.91,56.34,1550.0,413.7,2390.0,184802.0,60000.0,31446794.24,0,0,0,0,3079.28,524062.72,4902,1098,800376,800417,803292,60
sb_jdbc_17,17,2Gb,2,1,100,108.14,108.04,1020.0,575.7,209.86,1540.0,68787.0,60000.0,11702108.16,0,0,0,0,1145.15,194887.68,5560,444,808932,808962,811956,60
sb_jdbc_17,17,2Gb,2,2,5,0.65651,1.13,32.78,3930.0,1190.0,6730.0,469377.0,60000.0,79880519.68,0,0,0,0,7810.01,1331691.52,8052,3036,1593068,1593100,1596164,60
sb_jdbc_17,17,2Gb,2,2,100,21.23,38.29,879.08,4150.0,1520.0,6050.0,494302.0,60000.0,84127252.48,0,0,0,0,8231.51,1405091.84,8670,2900,1597180,1597207,1600308,60
sb_jdbc_17,17,2Gb,2,4,5,0.39291000000000004,0.61537,25.64,5720.0,1100.0,6360.0,683398.0,60000.0,116308049.92,0,0,0,0,11389.76,1939865.6,10411,4402,1635292,1635324,1638388,60
sb_jdbc_17,17,2Gb,2,4,100,8.58,8.07,211.18,6860.0,1380.0,8020.0,819182.0,60000.0,139418664.96,0,0,0,0,13648.61,2327838.72,13821,6056,1676424,1676454,1679576,60
sb_jdbc_17,17,2Gb,4,1,5,1.63,2.01,77.67,755.77,216.69,1330.0,180596.0,60000.0,30733762.56,0,0,0,0,3008.67,512051.2,4898,1105,791980,792001,794900,60
sb_jdbc_17,17,2Gb,4,1,100,100.11,91.94,733.61,286.45,112.23,940.0,68464.0,60000.0,11649679.36,0,0,0,0,1139.63,193945.6,5557,451,806292,806316,809232,60
sb_jdbc_17,17,2Gb,4,2,5,0.71405,1.38,48.96,1850.0,588.68,2620.0,442146.0,60000.0,75245813.76,0,0,0,0,7368.02,1258291.2,8117,3020,1584020,1584047,1587068,60
sb_jdbc_17,17,2Gb,4,2,100,18.88,25.18,347.51,2130.0,769.75,3280.0,507955.0,60000.0,86444605.44,0,0,0,0,8460.81,1436549.12,8576,2996,1601020,1601049,1603996,60
sb_jdbc_17,17,2Gb,4,4,5,0.37697,0.52113,22.86,2930.0,575.46,3410.0,698862.0,60000.0,118939975.68,0,0,0,0,11628.37,1981808.64,10029,4495,1622920,1622946,1625924,60
sb_jdbc_17,17,2Gb,4,4,100,8.86,8.26,184.64,3330.0,688.03,4210.0,795698.0,60000.0,135423590.4,0,0,0,0,13251.37,2254438.4,14199,5859,1673180,1673211,1676320,60
sb_jdbc_17,17,100Mb,1,1,1,0.44566,1.6,54.03,3190.0,990.0,4430.0,190485.0,60000.0,32421969.92,0,0,0,0,3169.49,539412.48,3843,1064,253448,253468,256356,60
sb_jdbc_17,17,100Mb,1,1,5,2.05,2.24,51.31,3070.0,796.49,4380.0,182954.0,60000.0,31132221.44,0,0,0,0,3048.93,518901.76,4937,1062,243936,243964,246976,60
sb_jdbc_17,17,100Mb,1,1,100,93.34,87.76,722.36,1240.0,329.65,2100.0,74303.0,60000.0,12645826.56,0,0,0,0,1237.76,210647.04,5554,447,265300,265327,268388,60
sb_jdbc_17,17,100Mb,1,2,1,0.30574,0.53443,19.2,3730.0,809.37,4850.0,222758.0,60000.0,37916508.16,0,0,0,0,3712.63,631859.2,3659,1203,305720,305749,308856,60
sb_jdbc_17,17,100Mb,1,2,5,0.89,1.3,35.98,7580.0,2490.0,10490.0,452408.0,60000.0,76996935.68,0,0,0,0,7540.11,1279262.72,8623,2963,296500,296530,299628,60
sb_jdbc_17,17,100Mb,1,2,100,19.75,26.75,366.53,8270.0,2750.0,10990.0,493786.0,60000.0,84032880.64,0,0,0,0,8221.37,1394606.08,8853,2705,322632,322686,326120,60
sb_jdbc_17,17,100Mb,1,4,1,0.27059,0.2047,12.26,3860.0,758.75,4800.0,230523.0,60000.0,39237713.92,0,0,0,0,3835.68,652800.0,4105,1274,340336,340363,343388,60
sb_jdbc_17,17,100Mb,1,4,5,0.44694,0.5359700000000001,24.43,12620.0,2550.0,14280.0,753470.0,60000.0,128230359.04,0,0,0,0,12557.78,2139095.04,12317,4902,332888,332917,335972,60
sb_jdbc_17,17,100Mb,1,4,100,9.31,9.35,216.94,12970.0,2690.0,14510.0,773898.0,60000.0,131711631.36,0,0,0,0,12887.36,2191523.84,14436,5560,374500,374598,377608,60
sb_jdbc_17,17,100Mb,2,1,5,1.56,1.79,42.12,1580.0,455.23,2670.0,188900.0,60000.0,32149340.16,0,0,0,0,3147.94,535746.56,4887,1112,247452,247484,250456,60
sb_jdbc_17,17,100Mb,2,1,100,103.64,101.8,873.72,586.02,188.69,1260.0,70031.0,60000.0,11922309.12,0,0,0,0,1165.68,198369.28,5572,433,263624,263646,266604,60
sb_jdbc_17,17,100Mb,2,2,5,0.68938,1.86,103.17,3800.0,1080.0,6520.0,453714.0,60000.0,77217136.64,0,0,0,0,7549.41,1289748.48,8158,3005,297600,297629,300736,60
sb_jdbc_17,17,100Mb,2,2,100,19.18,24.91,342.88,4090.0,1380.0,5840.0,487806.0,60000.0,83015761.92,0,0,0,0,8124.35,1384120.32,8762,2807,308844,309065,312192,60
sb_jdbc_17,17,100Mb,2,4,5,0.37545,0.42748,22.92,5800.0,1240.0,7470.0,692533.0,60000.0,117859942.4,0,0,0,0,11523.05,1960837.12,10330,4370,319224,319253,322384,60
sb_jdbc_17,17,100Mb,2,4,100,9.07,8.38,176.95,6450.0,1310.0,7530.0,769816.0,60000.0,131019571.2,0,0,0,0,12821.89,2181038.08,14600,5613,410428,410709,413772,60
sb_jdbc_17,17,100Mb,4,1,5,1.69,2.01,50.33,725.32,208.13,1270.0,173326.0,60000.0,29496442.88,0,0,0,0,2887.21,491376.64,4927,1076,242380,242417,245412,60
sb_jdbc_17,17,100Mb,4,1,100,103.19,99.78,753.06,292.75,121.85,980.0,69954.0,60000.0,11901337.6,0,0,0,0,1164.3,198144.0,5549,454,250540,250567,253632,60
sb_jdbc_17,17,100Mb,4,2,5,0.6493099999999999,0.97,41.5,1900.0,574.11,2610.0,454633.0,60000.0,77374423.04,0,0,0,0,7576.4,1289748.48,8106,3025,297948,297980,301032,60
sb_jdbc_17,17,100Mb,4,2,100,19.26,25.49,330.05,2090.0,725.88,3210.0,499718.0,60000.0,85049999.36,0,0,0,0,8324.14,1415577.6,8659,2878,316172,316198,319192,60
sb_jdbc_17,17,100Mb,4,4,5,0.38489,0.49279,28.77,2870.0,622.54,3980.0,684707.0,60000.0,116528250.88,0,0,0,0,11392.93,1939865.6,10384,4404,322984,323013,326056,60
sb_jdbc_17,17,100Mb,4,4,100,8.79,8.07,241.44,3320.0,654.41,4330.0,791838.0,60000.0,134762987.52,0,0,0,0,13186.35,2243952.64,14062,5862,367236,367270,370368,60
