jardescription,jvmdescription,memory,cpus_load,cpus_service,concurrency,lat_avg,lat_stdev,lat_max,req_avg,req_stdev,req_max,tot_requests,tot_duration,read,err_connect,err_read,err_write,err_timeout,req_sec_tot,read_tot,user_cpu,kern_cpu,mem_kb_uss,mem_kb_pss,mem_kb_rss,duration
sb_jdbc_211,17-loom,500Mb,4,4,100,8.86,8.63,199.59,3360.0,708.96,4270.0,801926.0,60000.0,136482652.16,0,0,0,0,13355.24,2275409.92,14406,5877,715976,716018,719052,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,4,0.29536,0.5581799999999999,42.34,3520.0,755.8,4550.0,211668.0,60000.0,36029071.36,0,0,0,0,3521.95,599398.4,3962,1206,656636,656678,659768,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,100,22.94,29.04,180.01,839.36,323.72,1910.0,2088.0,60000.0,355143.68,0.0,5.0,0.0,0.0,34.77,5908.48,267,25,679348,679391,682460,60
sb_jdbc_211,17,500Mb,4,4,4,0.37523,0.55565,25.23,3000.0,580.71,3360.0,717494.0,60000.0,122106675.2,0,0,0,0,11938.32,2034237.44,10256,4461,635320,635363,638448,60
sb_jdbc_211,17,500Mb,4,4,100,8.48,7.72,193.88,3440.0,666.98,4200.0,820585.0,60000.0,139659837.44,0,0,0,0,13668.16,2327838.72,14216,5899,680156,680198,683292,60
sb_jdbc_197,17-loom,500Mb,4,4,4,0.44168,1.21,43.04,2820.0,559.7,3640.0,672877.0,60000.0,114514984.96,0,0,0,0,11196.02,1908408.32,10540,4572,599172,599213,602308,60
sb_jdbc_197,17-loom,500Mb,4,4,100,8.16,4.24,131.6,3200.0,697.78,3780.0,764245.0,60000.0,130065367.04,0,0,0,0,12730.87,2170552.32,14253,5897,694864,694950,697944,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,4,0.27505,0.53004,39.57,3790.0,792.3,4740.0,227624.0,60000.0,38734397.44,0,0,0,0,3787.47,644587.52,4018,1320,635244,635285,638324,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,16496.64,0,0,0,0,0.0,274.63,94,5,690112,690153,693244,60
sb_jdbc_197,17,500Mb,4,4,4,0.39204,0.60465,29.89,2890.0,526.26,3640.0,689938.0,60000.0,117419540.48,0,0,0,0,11479.95,1950351.36,10565,4458,625500,625541,628540,60
sb_jdbc_197,17,500Mb,4,4,100,7.56,2.82,113.17,3380.0,645.46,3880.0,806258.0,60000.0,137216655.36,0,0,0,0,13430.46,2285895.68,13770,6112,686156,686199,689304,60
sb_jdbc_211,17-loom,500Mb,4,4,4,0.40497000000000005,1.02,43.28,2940.0,585.21,3700.0,703439.0,60000.0,119715921.92,0,0,0,0,11704.53,1992294.4,10320,4529,605628,605667,608608,60
sb_jdbc_211,17-loom,500Mb,4,4,100,9.57,11.49,333.91,3290.0,774.25,4400.0,784195.0,60000.0,133462753.28,0,0,0,0,13062.48,2222981.12,14593,5764,675820,675861,678952,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,4,0.30273,0.67277,51.03,3470.0,782.28,4590.0,208396.0,60000.0,35462840.32,0,0,0,0,3467.52,590141.44,3962,1252,672796,672840,675824,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,100,22.65,31.98,167.32,849.26,336.95,1380.0,1608.0,60000.0,273141.76,0.0,4.0,0.0,0.0,26.76,4546.56,207,20,668244,668287,671248,60
sb_jdbc_211,17,500Mb,4,4,4,0.38915,0.62827,29.25,2960.0,573.92,3310.0,707476.0,60000.0,120407982.08,0,0,0,0,11791.05,2002780.16,10351,4465,627232,627276,630260,60
sb_jdbc_211,17,500Mb,4,4,100,9.02,8.73,176.59,3350.0,776.66,4210.0,800655.0,60000.0,136262451.2,0,0,0,0,13336.01,2264924.16,14377,5776,696064,696107,699104,60
sb_jdbc_197,17-loom,500Mb,4,4,4,0.46520999999999996,1.3,45.99,2740.0,565.37,3070.0,654150.0,60000.0,111327313.92,0,0,0,0,10901.53,1855979.52,11073,4333,619812,619855,622948,60
sb_jdbc_197,17-loom,500Mb,4,4,100,8.43,10.3,320.17,3270.0,678.95,4370.0,780251.0,60000.0,132791664.64,0,0,0,0,12996.82,2212495.36,14103,6015,675432,675474,678524,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,4,0.28161,0.59497,40.38,3720.0,870.0,4820.0,224795.0,60000.0,38262538.24,0,0,0,0,3740.4,636579.84,4015,1292,647228,647270,650380,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,100,25.81,16.19,73.84,545.75,148.98,710.0,217.0,60000.0,37806.08,0.0,1.0,0.0,0.0,3.61,629.26,54,6,661008,661048,664032,60
sb_jdbc_197,17,500Mb,4,4,4,0.37789999999999996,0.5092,23.93,2950.0,549.61,3280.0,706018.0,60000.0,120156323.84,0,0,0,0,11747.41,2002780.16,10111,4612,626968,627014,630060,60
sb_jdbc_197,17,500Mb,4,4,100,7.67,3.16,76.76,3350.0,733.34,3950.0,799502.0,60000.0,136063221.76,0,0,0,0,13315.53,2264924.16,13779,6095,649616,649657,652676,60
sb_jdbc_211,17-loom,500Mb,4,4,4,0.44949,1.25,40.31,2820.0,603.39,3160.0,673830.0,60000.0,114682757.12,0,0,0,0,11228.76,1908408.32,10844,4400,613812,613854,616888,60
sb_jdbc_211,17-loom,500Mb,4,4,100,9.32,9.29,245.03,3250.0,758.61,4040.0,776156.0,60000.0,132089118.72,0,0,0,0,12928.73,2202009.6,14744,5630,690428,690474,693536,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,4,0.30019999999999997,0.58185,40.32,3470.0,789.16,4590.0,209069.0,60000.0,35578183.68,0.0,1.0,0.0,0.0,3478.71,592046.08,4043,1221,644056,644098,647208,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,100,23.35,27.6,102.27,479.88,334.45,900.0,383.0,60000.0,65208.32,0,0,0,0,6.38,1085.44,97,8,662528,661355,663080,60
sb_jdbc_211,17,500Mb,4,4,4,0.3922,0.57463,24.73,2910.0,543.51,3750.0,695092.0,60000.0,118300344.32,0,0,0,0,11565.74,1971322.88,10513,4454,620556,620602,623596,60
sb_jdbc_211,17,500Mb,4,4,100,8.74,8.23,149.71,3380.0,683.57,4120.0,808347.0,60000.0,137573171.2,0,0,0,0,13463.26,2296381.44,14353,5839,696824,696868,699820,60
sb_jdbc_197,17-loom,500Mb,4,4,4,0.40112000000000003,0.87,34.27,2890.0,554.72,3790.0,690184.0,60000.0,117461483.52,0,0,0,0,11484.13,1950351.36,10328,4551,614636,614678,617756,60
sb_jdbc_197,17-loom,500Mb,4,4,100,7.74,3.59,108.76,3350.0,704.35,3900.0,799247.0,60000.0,136021278.72,0,0,0,0,13312.98,2264924.16,13766,6096,684392,684435,687432,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,4,0.28526999999999997,0.51403,37.94,3660.0,835.54,4720.0,221723.0,60000.0,37738250.24,0,0,0,0,3689.24,627875.84,4035,1281,642788,642827,645776,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,100,34.43,19.29,138.71,485.33,236.94,787.0,434.0,60000.0,74004.48,0.0,1.0,0.0,0.0,7.23,1228.8,91,8,676604,676646,679636,60
sb_jdbc_197,17,500Mb,4,4,4,0.38019,0.5199400000000001,25.56,2940.0,541.28,3990.0,703671.0,60000.0,119757864.96,0,0,0,0,11708.45,1992294.4,10200,4509,621200,621243,624360,60
sb_jdbc_197,17,500Mb,4,4,100,7.58,2.84,80.22,3370.0,656.43,3890.0,804739.0,60000.0,136954511.36,0,0,0,0,13404.03,2285895.68,13778,6134,669000,669042,672044,60
sb_jdbc_211,17-loom,500Mb,4,4,4,0.40126,0.92,34.25,2940.0,599.98,3340.0,702147.0,60000.0,119495720.96,0,0,0,0,11683.06,1992294.4,10358,4481,609364,609406,612452,60
sb_jdbc_211,17-loom,500Mb,4,4,100,9.27,9.53,205.09,3290.0,725.36,4360.0,786164.0,60000.0,133798297.6,0,0,0,0,13096.56,2233466.88,14590,5775,675292,675335,678332,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,4,0.29760000000000003,0.57514,43.5,3500.0,754.93,4630.0,209896.0,60000.0,35724984.32,0,0,0,0,3494.35,594708.48,3952,1201,636388,636430,639356,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,100,13.94,17.37,53.46,417.8,261.53,720.0,208.0,60000.0,35317.76,0.0,1.0,0.0,0.0,3.46,587.7,118,10,666808,666855,669924,60
sb_jdbc_211,17,500Mb,4,4,4,0.37741,0.48836,22.98,2950.0,601.16,3320.0,706667.0,60000.0,120271667.2,0,0,0,0,11758.19,2002780.16,10524,4406,649756,649796,652772,60
sb_jdbc_211,17,500Mb,4,4,100,8.74,8.38,192.58,3420.0,738.74,4330.0,817641.0,60000.0,139156520.96,0,0,0,0,13612.4,2317352.96,14158,5912,690240,690286,693292,60
sb_jdbc_197,17-loom,500Mb,4,4,4,0.44695999999999997,1.1,36.22,2760.0,596.12,3790.0,660334.0,60000.0,112386375.68,0,0,0,0,10987.39,1866465.28,10981,4371,604444,604485,607512,60
sb_jdbc_197,17-loom,500Mb,4,4,100,8.13,4.28,126.93,3220.0,728.06,3760.0,769181.0,60000.0,130904227.84,0,0,0,0,12813.15,2181038.08,14131,5955,708488,708538,711612,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,4,0.28307,0.5845499999999999,42.58,3690.0,825.87,4710.0,221604.0,60000.0,37717278.72,0,0,0,0,3687.26,627537.92,4031,1248,644824,644866,647872,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,100,30.31,15.53,92.31,521.31,305.59,1190.0,830.0,60000.0,141066.24,0.0,1.0,0.0,0.0,13.81,2344.96,157,13,675788,675829,678920,60
sb_jdbc_197,17,500Mb,4,4,4,0.381,0.5117200000000001,21.68,2950.0,565.2,3560.0,704009.0,60000.0,119820779.52,0,0,0,0,11714.14,1992294.4,10177,4547,622432,622472,625468,60
sb_jdbc_197,17,500Mb,4,4,100,7.64,3.14,81.04,3350.0,704.91,4070.0000000000005,801134.0,60000.0,136346337.28,0,0,0,0,13343.07,2275409.92,13807,6110,668632,668675,671780,60
