jardescription,jvmdescription,memory,cpus_load,cpus_service,concurrency,lat_avg,lat_stdev,lat_max,req_avg,req_stdev,req_max,tot_requests,tot_duration,read,err_connect,err_read,err_write,err_timeout,req_sec_tot,read_tot,user_cpu,kern_cpu,mem_kb_uss,mem_kb_pss,mem_kb_rss,duration
sb_jdbc_211,17-loom-agent,500Mb,4,4,100,22.52,30.45,171.39,839.27,308.31,1450.0,1840.0,60000.0,313272.32,0.0,5.0,0.0,0.0,30.62,5212.16,241,23,669420,669461,672444,60
sb_jdbc_211,17-loom-agent-static,500Mb,4,4,4,0.30933999999999995,0.5374800000000001,36.23,3350.0,850.0,4570.0,201169.0,60000.0,34236006.4,0,0,0,0,3349.0,569968.64,4102,1192,659208,659254,662196,60
sb_jdbc_211,17-loom-agent-static,500Mb,4,4,100,20.42,28.72,211.83,775.57,306.74,1290.0,2163.0,60000.0,368363.52,0.0,1.0,0.0,0.0,36.0,6133.76,278,26,665640,665687,668716,60
sb_jdbc_211,17,500Mb,4,4,4,0.38504,0.53192,21.46,2920.0,556.11,3470.0,697413.0,60000.0,118688317.44,0,0,0,0,11604.32,1971322.88,10471,4479,607152,607202,610268,60
sb_jdbc_211,17,500Mb,4,4,100,8.51,7.81,172.59,3460.0,732.64,4690.0,825547.0,60000.0,140498698.24,0,0,0,0,13745.87,2338324.48,14023,5972,656508,656563,659544,60
sb_jdbc_197,17-loom,500Mb,4,4,4,0.39349,0.77009,35.01,2890.0,594.09,3230.0,689127.0,60000.0,117283225.6,0,0,0,0,11485.24,1950351.36,10378,4515,647224,647279,650328,60
sb_jdbc_197,17-loom,500Mb,4,4,100,7.74,3.75,122.79,3360.0,731.53,3900.0,802169.0,60000.0,136524595.2,0,0,0,0,13359.85,2275409.92,13705,6120,670072,670127,673084,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,4,0.28543,0.53331,39.45,3640.0,839.34,4700.0,218319.0,60000.0,37151047.68,0,0,0,0,3634.67,618588.16,4094,1244,647788,647843,650896,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,100,21.62,11.5,105.5,843.33,319.74,2300.0,3354.0,60000.0,570204.16,0.0,3.0,0.0,0.0,55.85,9492.48,370,28,719168,719207,722128,60
sb_jdbc_197,17-loom-agent-static,500Mb,4,4,4,0.28964,0.66687,45.97,3690.0,910.0,4810.0,225593.0,60000.0,38398853.12,0,0,0,0,3753.68,638842.88,4028,1319,658740,658795,661752,60
sb_jdbc_197,17-loom-agent-static,500Mb,4,4,100,20.43,10.0,100.61,890.0,388.38,1410.0,2468.0,60000.0,419768.32,0.0,4.0,0.0,0.0,41.07,6983.68,226,36,662100,662137,664988,60
sb_jdbc_197,17,500Mb,4,4,4,0.39296,0.59172,20.81,2910.0,517.79,3490.0,694723.0,60000.0,118237429.76,0,0,0,0,11559.49,1971322.88,10264,4555,622748,622802,625880,60
sb_jdbc_197,17,500Mb,4,4,100,7.46,2.92,89.2,3430.0,697.53,4390.0,820026.0,60000.0,139554979.84,0,0,0,0,13655.25,2327838.72,13623,6190,675120,675160,678244,60
sb_jdbc_211,17-loom,500Mb,4,4,4,0.43107999999999996,1.12,50.31,2880.0,629.28,3970.0,687631.0,60000.0,117031567.36,0,0,0,0,11441.57,1950351.36,10411,4474,606492,606539,609612,60
sb_jdbc_211,17-loom,500Mb,4,4,100,9.04,8.97,192.48,3310.0,695.89,4130.0,791095.0,60000.0,134637158.4,0,0,0,0,13173.83,2243952.64,14509,5773,684180,684232,687196,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,4,0.29684,0.5453600000000001,38.78,3500.0,741.14,4590.0,210668.0,60000.0,35850813.44,0,0,0,0,3505.37,596582.4,4050,1199,651036,651076,654108,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,100,21.17,30.09,273.54,870.0,377.36,1560.0,1909.0,60000.0,324464.64,0,0,0,0,31.77,5396.48,222,21,664632,664679,667640,60
sb_jdbc_211,17-loom-agent-static,500Mb,4,4,4,0.29462,0.53743,41.55,3530.0,775.53,4470.0,211907.0,60000.0,36060528.64,0,0,0,0,3525.92,600074.24,3966,1236,639064,639104,642112,60
sb_jdbc_211,17-loom-agent-static,500Mb,4,4,100,29.1,37.98,185.48,598.31,243.03,1050.0,953.0,60000.0,162283.52,0.0,5.0,0.0,0.0,15.86,2703.36,151,9,660664,660719,663780,60
sb_jdbc_211,17,500Mb,4,4,4,0.39468000000000003,0.64483,30.22,2930.0,611.38,3440.0,701831.0,60000.0,119443292.16,0,0,0,0,11677.72,1992294.4,10374,4462,623056,623104,626216,60
sb_jdbc_211,17,500Mb,4,4,100,8.53,7.83,167.33,3430.0,670.88,4190.0,819764.0,60000.0,139513036.8,0,0,0,0,13657.96,2327838.72,14104,5970,676016,676087,679184,60
sb_jdbc_197,17-loom,500Mb,4,4,4,0.42636,0.99,35.71,2800.0,558.93,3350.0,669977.0,60000.0,114022154.24,0,0,0,0,11147.81,1897922.56,10654,4454,614208,614255,617284,60
sb_jdbc_197,17-loom,500Mb,4,4,100,8.16,4.07,95.88,3190.0,709.13,4050.0,762216.0,60000.0,129719336.96,0,0,0,0,12692.6,2160066.56,14375,5843,700528,700702,703772,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,4,0.28252999999999995,0.6298400000000001,49.48,3730.0,880.0,4830.0,223972.0,60000.0,38115737.6,0,0,0,0,3726.74,634255.36,4050,1334,632712,632758,635832,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,100,19.52,10.5,107.87,860.0,315.55,1320.0,2997.0,60000.0,509429.76,0.0,3.0,0.0,0.0,49.87,8478.72,293,37,687412,687454,690560,60
sb_jdbc_197,17-loom-agent-static,500Mb,4,4,4,0.28195,0.57441,40.43,3720.0,830.01,4860.0,223779.0,60000.0,38084280.32,0,0,0,0,3723.47,633702.4,4052,1292,639408,639450,642560,60
sb_jdbc_197,17-loom-agent-static,500Mb,4,4,100,23.85,14.07,128.42,745.57,320.76,1510.0,2076.0,60000.0,353423.36,0.0,4.0,0.0,0.0,34.55,5877.76,266,25,677856,677911,680972,60
sb_jdbc_197,17,500Mb,4,4,4,0.3948,0.55803,19.38,2860.0,516.14,3220.0,683208.0,60000.0,116276592.64,0,0,0,0,11368.01,1939865.6,10582,4415,627636,627676,630764,60
sb_jdbc_197,17,500Mb,4,4,100,7.57,2.93,76.81,3370.0,649.44,3840.0,805392.0,60000.0,137069854.72,0,0,0,0,13415.89,2285895.68,13808,6110,648576,648622,651656,60
sb_jdbc_211,17-loom,500Mb,4,4,4,0.43289999999999995,1.1,36.05,2840.0,574.99,4000.0,678626.0,60000.0,115500646.4,0,0,0,0,11291.72,1918894.08,10638,4418,619668,619711,622772,60
sb_jdbc_211,17-loom,500Mb,4,4,100,8.85,8.54,179.12,3370.0,716.78,4180.0,805338.0,60000.0,137059368.96,0,0,0,0,13414.8,2285895.68,14265,5945,708744,708792,711696,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,4,0.29725999999999997,0.54904,41.14,3500.0,806.21,4570.0,210566.0,60000.0,35840327.68,0,0,0,0,3505.26,596561.92,4072,1257,653728,653769,656764,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,100,24.93,38.42,236.14,706.32,351.02,1320.0,1547.0,60000.0,264437.76,0.0,3.0,0.0,0.0,25.75,4403.2,208,17,650924,650970,654040,60
sb_jdbc_211,17-loom-agent-static,500Mb,4,4,4,0.29463,0.52788,40.44,3530.0,870.0,4530.0,213087.0,60000.0,36270243.84,0,0,0,0,3545.58,603422.72,4010,1194,654800,654873,657756,60
sb_jdbc_211,17-loom-agent-static,500Mb,4,4,100,21.91,32.73,234.71,900.0,320.1,1410.0,2248.0,60000.0,382668.8,0.0,7.0,0.0,0.0,37.42,6369.28,242,23,658976,659020,661952,60
sb_jdbc_211,17,500Mb,4,4,4,0.39136000000000004,0.59094,30.07,2880.0,539.13,3340.0,688535.0,60000.0,117178368.0,0,0,0,0,11456.46,1950351.36,10607,4449,617516,617563,620592,60
sb_jdbc_211,17,500Mb,4,4,100,8.94,8.64,213.91,3360.0,773.33,4270.0,801919.0,60000.0,136482652.16,0,0,0,0,13358.05,2275409.92,14387,5763,708964,709012,712120,60
sb_jdbc_197,17-loom,500Mb,4,4,4,0.46493,1.69,102.76,2790.0,561.03,3700.0,666682.0,60000.0,113466408.96,0,0,0,0,11092.92,1887436.8,10696,4436,621980,622020,625020,60
sb_jdbc_197,17-loom,500Mb,4,4,100,7.86,3.78,107.18,3300.0,703.2,4120.0,789315.0,60000.0,134333071.36,0,0,0,0,13144.6,2233466.88,13983,5999,653168,653221,656268,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,4,0.29341,0.6108,42.73,3630.0,880.0,4840.0,222391.0,60000.0,37853593.6,0,0,0,0,3700.35,629760.0,4067,1303,675232,675287,678360,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,100,32.48,21.34,209.33,669.5,204.11,930.0,1066.0,60000.0,181073.92,0.0,4.0,0.0,0.0,17.74,3010.56,168,14,688448,688505,691576,60
sb_jdbc_197,17-loom-agent-static,500Mb,4,4,4,0.28445,0.52422,36.88,3660.0,838.77,4850.0,221361.0,60000.0,37675335.68,0,0,0,0,3683.22,626841.6,4151,1307,642036,642088,645052,60
sb_jdbc_197,17-loom-agent-static,500Mb,4,4,100,24.96,13.98,130.84,675.27,387.29,1410.0,1010.0,60000.0,172154.88,0.0,3.0,0.0,0.0,16.81,2867.2,163,11,672196,672241,675248,60
sb_jdbc_197,17,500Mb,4,4,4,0.39094999999999996,0.57033,21.89,2920.0,546.4,3410.0,697558.0,60000.0,118719774.72,0,0,0,0,11606.72,1971322.88,10181,4520,631384,631434,634496,60
sb_jdbc_197,17,500Mb,4,4,100,7.64,3.36,106.57,3380.0,716.76,3900.0,807720.0,60000.0,137468313.6,0,0,0,0,13455.02,2285895.68,13710,6068,679572,679840,682928,60
sb_jdbc_211,17-loom,500Mb,4,4,4,0.41245,0.97,33.82,2880.0,585.25,3660.0,688072.0,60000.0,117104967.68,0,0,0,0,11448.82,1950351.36,10520,4455,636412,636453,639540,60
sb_jdbc_211,17-loom,500Mb,4,4,100,9.24,9.31,217.95,3270.0,707.24,4050.0,779980.0,60000.0,132739235.84,0,0,0,0,12990.12,2212495.36,14667,5717,684884,684924,687924,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,4,0.29643,0.58935,39.62,3530.0,807.89,4530.0,211877.0,60000.0,36060528.64,0,0,0,0,3525.43,599992.32,3987,1226,664664,664713,667752,60
sb_jdbc_211,17-loom-agent,500Mb,4,4,100,17.45,27.66,203.74,870.0,441.7,1800.0,3380.0,60000.0,575406.08,0.0,5.0,0.0,0.0,56.27,9574.4,369,37,669460,669500,672540,60
sb_jdbc_211,17-loom-agent-static,500Mb,4,4,4,0.29961,0.53743,39.57,3460.0,826.57,4530.0,207851.0,60000.0,35378954.24,0,0,0,0,3460.27,588902.4,3968,1232,655916,655971,659040,60
sb_jdbc_211,17-loom-agent-static,500Mb,4,4,100,25.29,31.41,205.68,688.59,282.93,1260.0,1166.0,60000.0,198133.76,0.0,1.0,0.0,0.0,19.41,3297.28,167,14,670136,670185,673220,60
sb_jdbc_211,17,500Mb,4,4,4,0.38116,0.51563,17.6,2950.0,561.81,3300.0,704459.0,60000.0,119894179.84,0,0,0,0,11740.75,2002780.16,10171,4568,624552,624592,627544,60
sb_jdbc_211,17,500Mb,4,4,100,8.64,8.18,197.39,3420.0,663.47,4210.0,815624.0,60000.0,138810490.88,0,0,0,0,13583.23,2306867.2,14160,5958,647824,647880,650904,60
sb_jdbc_197,17-loom,500Mb,4,4,4,0.40645,1.01,44.83,2900.0,587.9,3900.0,693857.0,60000.0,118090629.12,0,0,0,0,11545.1,1960837.12,10250,4561,613120,613173,616224,60
sb_jdbc_197,17-loom,500Mb,4,4,100,8.23,4.15,101.76,3170.0,721.89,3750.0,756708.0,60000.0,128786104.32,0,0,0,0,12601.68,2149580.8,14371,5871,699828,699877,702912,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,4,0.2814,0.6054299999999999,43.29,3730.0,880.0,4750.0,223950.0,60000.0,38115737.6,0,0,0,0,3726.27,634173.44,4031,1273,670544,670585,673680,60
sb_jdbc_197,17-loom-agent,500Mb,4,4,100,26.58,17.73,111.48,507.88,265.63,950.0,404.0,60000.0,69048.32,0.0,2.0,0.0,0.0,6.72,1146.88,76,5,670824,670699,673220,60
sb_jdbc_197,17-loom-agent-static,500Mb,4,4,4,0.2843,0.54274,38.58,3660.0,838.2,4760.0,220092.0,60000.0,37455134.72,0,0,0,0,3662.19,623267.84,4062,1278,640652,640698,643772,60
sb_jdbc_197,17-loom-agent-static,500Mb,4,4,100,24.52,13.98,128.63,757.0,220.17,1300.0,1811.0,60000.0,307927.04,0.0,3.0,0.0,0.0,30.14,5120.0,227,16,681444,681485,684492,60
sb_jdbc_197,17,500Mb,4,4,4,0.38556,0.51377,20.51,2910.0,564.14,3260.0,694015.0,60000.0,118111600.64,0,0,0,0,11566.85,1971322.88,10294,4516,620120,620166,623204,60
sb_jdbc_197,17,500Mb,4,4,100,7.86,3.44,89.56,3270.0,707.84,3820.0,782092.0,60000.0,133106237.44,0,0,0,0,13026.5,2212495.36,14127,5928,689448,689499,692496,60
